label,content
negative,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company ."
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .
neutral,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said ."
neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying ."
negative,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses ."
neutral,The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .
negative,The production is to be liquidated before June 2009 and 325 employees loose their jobs .
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights ."
neutral,"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) ."
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .
negative,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .
neutral,Competition authorities will have to approve the deal before it can be finalized .
neutral,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies ."
positive,The company 's strength is its Apetit brand .
neutral,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea ."
positive,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % ."
positive,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years ."
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group ."
neutral,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 ."
neutral,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 ."
neutral,Net sales in 2008 are expected to be on the same level as in 2007 .
neutral,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .
negative,Sales by Seppala diminished by 6 per cent .
neutral,"The segment has an annual revenue of approximately EUR400m , the company said ."
positive,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said ."
positive,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 ."
neutral,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .
neutral,"The total value of the agreement is USD4 .0 m , the company said ."
neutral,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories ."
neutral,The first quarter was as expected and was in line with analysts ' forecasts .
neutral,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta ."
negative,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million ."
negative,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn ."
neutral,`` Nokia is just interested in bring Nokia to the market . ''
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .
neutral,`` I 'm not sure what 's happening .
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .
neutral,A total of $ 78 million will be invested in the project .
neutral,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx ."
negative,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .
neutral,"The company operates worldwide and employs in total approximately 47,000 persons ."
neutral,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae ."
positive,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint ."
neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares ."
neutral,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .
neutral,"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said ."
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .
neutral,"shock phase ' , consumers have once again started to plan and implement building projects ."
neutral,"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 ."
neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 ."
neutral,"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 ."
neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .
neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .
positive,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ."
